iter	Logloss
366	0.5847084329
367	0.5846896235
368	0.5846461158
369	0.5846164533
370	0.58457935
371	0.5845341888
372	0.5844940375
373	0.5844623234
374	0.5844309632
375	0.5843891138
376	0.5843717799
377	0.5843499808
378	0.5843069686
379	0.5842726943
380	0.5842325793
381	0.5841927206
382	0.5841682271
383	0.5841300233
384	0.5840925743
385	0.5840549607
386	0.5840187688
387	0.5839784206
388	0.5839413594
389	0.5839101588
390	0.5838851733
391	0.5838449794
392	0.5838053188
393	0.5837620279
394	0.5837192732
395	0.5836962598
396	0.5836578971
397	0.5836157371
398	0.5835770485
399	0.5835412776
400	0.5835002852
401	0.5834641943
402	0.5834321309
403	0.5833940709
404	0.5833683499
405	0.5833273432
406	0.5832889491
407	0.5832455277
408	0.5832204838
409	0.5831884372
410	0.5831555399
411	0.5831161393
412	0.5830835708
413	0.5830496955
414	0.5830086471
415	0.5829816476
416	0.582934412
417	0.5828973466
418	0.5828638349
419	0.5828271781
420	0.5827904328
421	0.582753261
422	0.5827159331
423	0.582676149
424	0.5826502244
425	0.5826168612
426	0.5825837605
427	0.582547657
428	0.5825120416
429	0.5824764438
430	0.5824450698
431	0.5824117076
432	0.5823740352
433	0.5823371946
434	0.5823049899
435	0.5822822461
436	0.5822573913
437	0.5822251635
438	0.5821897029
439	0.5821517759
440	0.5821113125
441	0.5820832903
442	0.582052842
443	0.5820169539
444	0.5819823263
445	0.5819517336
446	0.5819276368
447	0.5818960835
448	0.581871478
449	0.5818315445
450	0.581796558
451	0.5817637829
452	0.5817260065
453	0.5816915211
454	0.5816551604
455	0.5816224758
456	0.5815817246
457	0.5815433454
458	0.5815099331
459	0.5814843284
460	0.5814419751
461	0.5814044619
462	0.5813595408
463	0.5813226201
464	0.581283874
465	0.5812558049
466	0.5812164987
467	0.581184671
468	0.5811497977
469	0.5811118989
470	0.5810676629
471	0.5810299298
472	0.5809992304
473	0.5809643187
474	0.5809295902
475	0.5809022701
476	0.580863302
477	0.5808291688
478	0.580793514
479	0.5807588954
480	0.5807246523
481	0.5806913451
482	0.5806533437
483	0.5806173364
484	0.5805867794
485	0.5805514706
486	0.5805193283
487	0.5804857312
488	0.5804445034
489	0.5804186018
490	0.5803915167
491	0.5803560515
492	0.5803159609
493	0.5802816295
494	0.5802628817
495	0.580226349
496	0.5801896318
497	0.5801550495
498	0.5801230812
499	0.5800929861
500	0.5800551492
501	0.5800298257
502	0.5799931261
503	0.5799659079
504	0.5799322865
505	0.5798943468
506	0.5798609428
507	0.5798005903
508	0.5797702633
509	0.5797330715
510	0.5796954966
511	0.5796591172
512	0.5796291634
513	0.5795911998
514	0.5795622455
515	0.5795413414
516	0.5795174698
517	0.5794847518
518	0.5794463171
519	0.5794177409
520	0.5793829815
521	0.5793475004
522	0.5793159806
523	0.5792840776
524	0.5792571267
525	0.5792209358
526	0.5791960406
527	0.579179755
528	0.5791486921
529	0.579118644
530	0.5790795012
531	0.5790391175
532	0.5790065136
533	0.5789723176
534	0.5789423494
535	0.5789159146
536	0.5788895777
537	0.5788548168
538	0.5788171615
539	0.5787782559
540	0.5787644476
541	0.5787279328
542	0.5787020478
543	0.5786609532
544	0.5786261117
545	0.5785972314
546	0.5785617033
547	0.5785318928
548	0.5784961121
549	0.5784700168
550	0.5784342897
551	0.5784005814
552	0.5783770143
553	0.5783358461
554	0.5782942999
555	0.578257538
556	0.5782289521
557	0.5782043392
558	0.5781795827
559	0.5781444686
560	0.5781083339
561	0.5780703177
562	0.5780363084
563	0.5780069656
564	0.5779832314
565	0.577949896
566	0.577917989
567	0.5778856358
568	0.5778527448
569	0.5778145629
570	0.5777804916
571	0.577748374
572	0.5777244588
573	0.5777049718
574	0.5776721373
575	0.5776418057
576	0.5776125534
577	0.5775773733
578	0.5775369115
579	0.5774958701
580	0.5774625706
581	0.5774327534
582	0.5774022517
583	0.5773706323
584	0.5773281749
585	0.5773029318
586	0.5772584421
587	0.5772300565
588	0.5772004219
589	0.57716574
590	0.5771348945
591	0.5771043488
592	0.5770718565
593	0.5770368954
594	0.5770138722
595	0.5769848581
596	0.5769537997
597	0.5769233244
598	0.5768880372
599	0.5768514147
600	0.5768126563
601	0.5767850794
602	0.5767585559
603	0.5767221622
604	0.5766909885
605	0.5766607687
606	0.5766229646
607	0.5766038277
608	0.5765651816
609	0.576535607
610	0.5765056437
611	0.5764708284
612	0.5764340815
613	0.5764061254
614	0.5763797432
615	0.5763662368
616	0.5763358591
617	0.5762971236
618	0.5762634504
619	0.576234859
620	0.5762010348
621	0.5761604099
622	0.5761223862
623	0.576097247
624	0.5760712595
625	0.5760406482
626	0.5760028366
627	0.575977621
628	0.5759378803
629	0.5759022491
630	0.5758720758
631	0.5758472957
632	0.5758120755
633	0.5757887182
634	0.5757542218
635	0.5757284454
636	0.5757049984
637	0.575669724
638	0.5756303229
639	0.5755963171
640	0.5755627405
641	0.5755416371
642	0.5755177938
643	0.5754830211
644	0.5754496409
645	0.5754279396
646	0.5753994723
647	0.5753838939
648	0.5753525933
649	0.5753185407
650	0.5752881078
651	0.5752622401
652	0.5752276239
653	0.5751937067
654	0.5751684147
655	0.5751403121
656	0.5751058391
657	0.5750666668
658	0.575041988
659	0.5750192524
660	0.5749802829
661	0.5749582758
662	0.574932883
663	0.5749141163
664	0.5748747121
665	0.5748340727
666	0.5748027681
667	0.5747732423
668	0.5747454426
669	0.5747146141
670	0.5746820672
671	0.5746573822
672	0.5746388722
673	0.5746037355
674	0.5745722449
675	0.5745333976
676	0.5745032678
677	0.5744738421
678	0.5744367513
679	0.5744150765
680	0.5743755757
681	0.5743420494
682	0.5743048982
683	0.5742730761
684	0.5742392873
685	0.5742051517
686	0.5741770646
687	0.574135871
688	0.5741087074
689	0.5740789924
690	0.5740428589
691	0.5740081621
692	0.5739747083
693	0.5739389039
694	0.5739083028
695	0.5738712777
696	0.5738350837
697	0.5737939159
698	0.5737576874
699	0.5737228501
700	0.5736896113
701	0.5736552506
702	0.5736211145
703	0.5735985167
704	0.5735636954
705	0.573527371
706	0.5734929357
707	0.5734538142
708	0.5734253938
709	0.573395179
710	0.5733627175
711	0.5733314874
712	0.5733003136
713	0.5732650725
714	0.5732449178
715	0.5732115363
716	0.5731775935
717	0.5731416791
718	0.5731067974
719	0.5730732291
720	0.5730342659
721	0.5730018101
722	0.5729735301
723	0.5729415309
724	0.5729080658
725	0.5728722025
726	0.5728520958
727	0.57281694
728	0.5727816176
729	0.5727537041
730	0.5727380114
731	0.5727043607
732	0.5726817997
733	0.5726459026
734	0.5726046731
735	0.5725789783
736	0.5725487463
737	0.5725258344
738	0.5724932284
739	0.5724731816
740	0.5724384286
741	0.5724039017
742	0.5723691052
743	0.5723396854
744	0.5723167467
745	0.5722842669
746	0.5722521149
747	0.5722342845
748	0.5722059343
749	0.5721712703
750	0.5721358597
751	0.5721018143
752	0.5720713563
753	0.5720385899
754	0.572011348
755	0.5719757865
756	0.5719419295
757	0.5719017578
758	0.5718816556
759	0.5718529932
760	0.5718162595
761	0.571796238
762	0.571761419
763	0.5717359791
764	0.5716996902
765	0.5716784523
766	0.5716486703
767	0.5716195595
768	0.571585791
769	0.5715470682
770	0.5715314471
771	0.5715125716
772	0.5714940354
773	0.5714710228
774	0.5714490974
775	0.5714165167
776	0.5713813353
777	0.5713596208
778	0.5713239581
779	0.5712898631
780	0.5712594072
781	0.5712318074
782	0.5712089153
783	0.5711716336
784	0.5711372724
785	0.5711163644
786	0.5710854804
787	0.5710577785
788	0.5710321953
789	0.5709993819
790	0.5709825651
791	0.5709607338
792	0.5709303211
793	0.5709075942
794	0.5708760017
795	0.5708534922
796	0.5708308382
797	0.5707872461
798	0.5707497893
799	0.5707260228
800	0.5706877903
801	0.5706602542
802	0.5706256551
803	0.570596311
804	0.5705766632
805	0.5705550293
806	0.5705279336
807	0.5705038329
808	0.5704720486
809	0.5704414261
810	0.5704070523
811	0.5703671602
812	0.5703408983
813	0.5703086908
814	0.5702759713
815	0.5702440234
816	0.5702191773
817	0.5701901931
818	0.5701666109
819	0.5701498902
820	0.5701160611
821	0.5700819528
822	0.5700558751
823	0.5700357583
824	0.5700064295
825	0.5699738944
826	0.5699413527
827	0.5699070679
828	0.5698763153
829	0.5698450142
830	0.5698170096
831	0.5697895817
832	0.5697540571
833	0.5697208624
834	0.5696915572
835	0.5696627113
836	0.569634443
837	0.5696030088
838	0.569570246
839	0.569536928
840	0.5694996777
841	0.5694613728
842	0.5694244633
843	0.5694003572
844	0.5693672182
845	0.569336551
846	0.5693040357
847	0.5692734703
848	0.5692278435
849	0.5692008719
850	0.5691697407
851	0.569134054
852	0.5690947324
853	0.5690586617
854	0.5690340154
855	0.5689986057
856	0.5689700585
857	0.5689412522
858	0.5689063598
859	0.5688795676
860	0.5688420788
861	0.5688151931
862	0.5687871944
863	0.5687675641
864	0.5687311628
865	0.5686983567
866	0.5686670831
867	0.5686364915
868	0.5686024846
869	0.5685830114
870	0.5685533441
871	0.5685245998
872	0.5684913623
873	0.5684570953
874	0.5684188462
875	0.5683968625
876	0.5683640971
877	0.5683268405
878	0.5683089454
879	0.5682731734
880	0.5682345172
881	0.5682089628
882	0.5681720626
883	0.5681453469
884	0.5681108548
885	0.5680789811
886	0.5680481787
887	0.5680239882
888	0.5679922851
889	0.5679541356
890	0.5679267749
891	0.5678935998
892	0.5678613472
893	0.5678279367
894	0.5677951406
895	0.5677650048
896	0.5677328012
897	0.5677120621
898	0.5676848231
899	0.5676512007
900	0.5676373754
901	0.5676141492
902	0.5675860669
903	0.567563873
904	0.5675366351
905	0.5674997325
906	0.5674761482
907	0.5674431931
908	0.5674176464
909	0.567390704
910	0.5673767594
911	0.5673523993
912	0.5673165894
913	0.5672876668
914	0.5672493993
915	0.5672115676
916	0.5671808575
917	0.5671571373
918	0.5671350114
919	0.5671157482
920	0.5670908149
921	0.567052677
922	0.5670260301
923	0.5669981164
924	0.5669615652
925	0.5669463878
926	0.5669162115
927	0.5668960378
928	0.5668630287
929	0.5668297106
930	0.566802369
931	0.5667611764
932	0.566723577
933	0.5666890151
934	0.5666625256
935	0.5666315616
936	0.5665998033
937	0.5665752271
938	0.566546969
939	0.5665147188
940	0.5664851766
941	0.5664636522
942	0.5664298415
943	0.5663938825
944	0.5663574884
945	0.5663370987
946	0.5663060196
947	0.5662741786
948	0.5662438432
949	0.5662097351
950	0.5661848793
951	0.5661532707
952	0.5661274605
953	0.566098022
954	0.566078883
955	0.5660524253
956	0.566029661
957	0.5659979129
958	0.5659659758
959	0.5659306119
960	0.565906103
961	0.5658747367
962	0.5658469796
963	0.5658146104
964	0.5657832789
965	0.5657596467
966	0.5657265267
967	0.5656941912
968	0.5656644216
969	0.5656335155
970	0.5655973452
971	0.5655646803
972	0.5655318698
973	0.5655110972
974	0.565485394
975	0.5654580352
976	0.5654301414
977	0.565410409
978	0.5653920394
979	0.5653722537
980	0.5653374753
981	0.5653050677
982	0.5652737237
983	0.5652393277
984	0.5652139572
985	0.5651823467
986	0.5651604739
987	0.5651271179
988	0.5650941731
989	0.5650726759
990	0.5650542777
991	0.5650241605
992	0.5649934039
993	0.564961787
994	0.5649399116
995	0.5649140672
996	0.5648809288
997	0.5648515061
998	0.5648162076
999	0.5647907646
